0.788,0.660,2.747,0.805,Sharp-Right-Turn
0.787,0.659,2.749,0.696,Sharp-Right-Turn
0.786,0.661,2.748,0.689,Sharp-Right-Turn
0.785,0.665,1.353,0.766,Sharp-Right-Turn
0.788,0.717,1.346,0.740,Sharp-Right-Turn
0.787,0.833,1.346,0.677,Sharp-Right-Turn
0.790,0.779,1.345,0.670,Sharp-Right-Turn
0.814,0.668,1.342,0.667,Sharp-Right-Turn
0.807,0.809,1.342,0.661,Sharp-Right-Turn
0.786,0.805,1.340,0.659,Sharp-Right-Turn
0.785,0.804,1.347,0.647,Sharp-Right-Turn
0.787,0.854,1.303,0.647,Sharp-Right-Turn
0.791,0.800,1.353,0.646,Sharp-Right-Turn
0.794,0.786,1.347,0.639,Sharp-Right-Turn
0.814,0.780,1.345,0.636,Sharp-Right-Turn
0.880,0.776,1.346,0.632,Sharp-Right-Turn
1.593,0.774,1.347,0.627,Move-Forward
1.593,0.770,1.349,0.626,Move-Forward
1.593,0.765,1.351,0.625,Move-Forward
1.593,0.765,1.353,0.624,Move-Forward
1.592,0.763,1.355,0.625,Move-Forward
1.591,0.763,1.355,0.627,Move-Forward
1.590,0.763,1.351,0.628,Move-Forward
1.588,0.763,1.352,0.630,Move-Forward
1.586,0.758,1.357,0.634,Move-Forward
1.576,0.759,1.356,0.641,Move-Forward
1.566,0.753,1.362,0.650,Move-Forward
1.555,0.751,1.367,0.662,Move-Forward
0.932,0.745,1.373,0.675,Move-Forward
1.525,0.739,1.379,0.689,Move-Forward
1.508,0.733,1.385,0.705,Move-Forward
1.494,0.727,1.391,0.722,Move-Forward
1.473,0.721,1.397,0.739,Move-Forward
1.454,0.715,1.403,0.757,Move-Forward
1.438,0.707,1.409,0.776,Move-Forward
1.419,0.700,1.415,0.795,Move-Forward
1.399,0.694,1.425,0.814,Move-Forward
1.379,0.690,1.432,0.834,Move-Forward
1.358,0.683,1.438,0.854,Move-Forward
1.338,0.673,1.445,0.874,Move-Forward
1.317,0.666,1.453,0.895,Move-Forward
0.891,0.663,1.464,0.915,Sharp-Right-Turn
1.276,0.652,1.472,0.936,Move-Forward
1.255,0.645,1.526,0.956,Move-Forward
1.233,0.638,1.538,0.976,Move-Forward
1.212,0.627,1.547,0.996,Move-Forward
1.193,0.623,1.555,1.015,Move-Forward
1.174,0.613,1.561,1.034,Move-Forward
1.156,0.607,1.573,1.052,Move-Forward
1.138,0.600,1.584,1.070,Move-Forward
1.121,0.594,3.117,1.087,Move-Forward
1.105,0.588,3.114,1.103,Move-Forward
1.089,0.582,1.610,1.119,Move-Forward
1.074,0.576,2.367,1.135,Move-Forward
1.058,0.570,3.133,1.150,Move-Forward
1.043,0.564,2.369,1.166,Move-Forward
1.026,0.562,3.141,1.183,Move-Forward
1.009,0.555,3.158,1.200,Move-Forward
0.989,0.549,2.400,1.218,Move-Forward
0.733,0.539,2.399,1.236,Sharp-Right-Turn
0.711,0.540,3.166,1.255,Sharp-Right-Turn
0.679,0.530,3.176,1.272,Sharp-Right-Turn
0.658,0.521,3.199,1.291,Sharp-Right-Turn
0.650,0.515,3.185,1.309,Sharp-Right-Turn
0.644,0.509,3.191,1.325,Sharp-Right-Turn
0.639,0.504,3.194,1.340,Sharp-Right-Turn
0.860,0.504,3.201,1.348,Sharp-Right-Turn
0.859,0.496,3.203,1.351,Sharp-Right-Turn
0.861,0.491,2.430,1.349,Sharp-Right-Turn
0.865,0.491,3.208,1.345,Sharp-Right-Turn
0.865,0.491,3.208,1.345,Sharp-Right-Turn
0.865,0.490,2.425,1.345,Sharp-Right-Turn
0.865,0.490,3.206,1.345,Sharp-Right-Turn
0.865,0.489,3.207,1.345,Sharp-Right-Turn
0.865,0.488,3.207,1.347,Sharp-Right-Turn
0.868,0.487,3.205,1.344,Sharp-Right-Turn
0.867,0.486,3.205,1.343,Sharp-Right-Turn
0.870,0.485,3.206,1.343,Sharp-Right-Turn
0.869,0.485,3.206,1.343,Sharp-Right-Turn
0.740,0.484,3.206,1.343,Sharp-Right-Turn
0.740,0.483,3.207,1.342,Sharp-Right-Turn
0.861,0.482,3.208,1.341,Sharp-Right-Turn
0.859,0.480,3.209,1.341,Sharp-Right-Turn
0.857,0.478,1.811,1.341,Sharp-Right-Turn
0.853,0.477,1.794,1.341,Sharp-Right-Turn
0.850,0.475,2.277,1.342,Sharp-Right-Turn
0.852,0.474,3.218,1.341,Sharp-Right-Turn
0.852,0.472,1.924,1.348,Sharp-Right-Turn
0.851,0.470,1.923,1.345,Sharp-Right-Turn
0.854,0.467,1.921,1.345,Sharp-Right-Turn
0.857,0.465,1.921,1.088,Sharp-Right-Turn
0.873,0.462,1.826,1.085,Sharp-Right-Turn
1.491,0.460,1.768,1.080,Slight-Right-Turn
1.202,0.458,1.763,1.073,Slight-Right-Turn
1.201,0.456,1.829,1.040,Slight-Right-Turn
1.200,0.455,1.926,1.033,Slight-Right-Turn
1.198,0.454,1.836,1.033,Slight-Right-Turn
1.198,0.455,1.924,1.034,Slight-Right-Turn
1.198,0.455,1.835,1.035,Slight-Right-Turn
1.197,0.456,1.835,1.039,Slight-Right-Turn
1.198,0.456,1.926,1.042,Slight-Right-Turn
1.191,0.457,1.928,1.043,Slight-Right-Turn
1.186,0.458,1.898,0.553,Slight-Right-Turn
1.567,0.459,1.820,0.554,Slight-Right-Turn
1.208,0.461,1.783,1.006,Slight-Right-Turn
1.553,0.462,1.839,1.013,Slight-Right-Turn
1.191,0.464,1.840,1.021,Slight-Right-Turn
1.535,0.465,1.805,0.916,Slight-Right-Turn
1.528,0.466,1.802,0.921,Slight-Right-Turn
1.519,0.468,1.785,0.929,Slight-Right-Turn
1.512,0.470,1.782,0.938,Slight-Right-Turn
1.416,0.471,1.775,0.946,Slight-Right-Turn
1.522,0.473,1.521,0.954,Slight-Right-Turn
1.475,0.476,1.482,0.963,Slight-Right-Turn
1.487,0.478,1.530,0.971,Slight-Right-Turn
1.473,0.480,1.485,1.000,Slight-Right-Turn
1.472,0.483,1.468,1.006,Slight-Right-Turn
1.459,0.486,1.461,1.012,Slight-Right-Turn
1.462,0.489,1.451,1.021,Slight-Right-Turn
1.340,0.491,1.441,1.243,Slight-Right-Turn
1.335,0.494,1.440,1.252,Slight-Right-Turn
1.421,0.497,1.428,0.828,Move-Forward
1.421,0.500,1.426,0.840,Move-Forward
1.414,0.504,1.506,0.849,Move-Forward
1.404,0.507,1.429,1.289,Move-Forward
1.393,0.511,1.421,1.297,Move-Forward
1.381,0.515,1.420,1.312,Move-Forward
1.368,0.520,1.472,1.326,Move-Forward
1.353,0.526,1.579,0.903,Move-Forward
1.309,0.531,1.581,1.291,Move-Forward
1.293,0.538,1.415,0.934,Move-Forward
1.273,0.545,1.608,0.935,Move-Forward
1.287,0.551,1.507,0.955,Move-Forward
1.269,0.559,1.503,0.976,Move-Forward
1.220,0.566,1.625,1.007,Move-Forward
1.202,0.574,1.622,1.025,Move-Forward
1.183,0.581,1.577,1.482,Move-Forward
1.165,0.589,1.526,1.502,Move-Forward
1.143,0.597,1.560,1.525,Move-Forward
1.128,0.604,1.527,1.544,Move-Forward
1.106,0.612,1.535,0.951,Move-Forward
1.090,0.619,1.544,0.976,Move-Forward
1.068,0.627,1.557,0.997,Move-Forward
1.049,0.635,1.766,1.622,Move-Forward
1.030,0.642,1.786,1.642,Move-Forward
1.012,0.650,1.884,1.567,Move-Forward
0.994,0.657,1.611,1.575,Move-Forward
0.975,0.664,2.005,1.602,Move-Forward
0.957,0.672,1.655,1.545,Move-Forward
0.942,0.679,2.099,1.645,Move-Forward
1.173,0.686,3.014,1.585,Move-Forward
1.160,0.695,3.007,1.685,Move-Forward
1.148,0.702,2.195,1.621,Move-Forward
1.139,0.707,2.198,1.824,Move-Forward
1.128,0.702,2.294,1.571,Move-Forward
1.126,0.704,2.274,1.594,Move-Forward
1.473,0.710,2.283,1.269,Move-Forward
1.454,0.713,2.286,1.287,Move-Forward
1.434,0.719,2.956,1.734,Move-Forward
1.412,0.726,2.949,1.732,Move-Forward
1.063,0.733,2.192,1.751,Move-Forward
1.050,0.741,2.308,1.749,Move-Forward
1.040,0.748,2.928,1.765,Move-Forward
1.030,0.756,2.303,1.273,Move-Forward
1.021,0.763,2.318,1.291,Move-Forward
1.011,0.771,2.323,1.827,Move-Forward
0.642,0.778,2.331,1.846,Sharp-Right-Turn
0.622,0.786,2.343,1.869,Sharp-Right-Turn
0.606,0.793,2.006,1.885,Sharp-Right-Turn
0.589,0.801,2.014,1.908,Sharp-Right-Turn
0.574,0.805,2.367,1.930,Sharp-Right-Turn
0.559,0.807,2.375,1.951,Sharp-Right-Turn
0.547,0.797,2.860,1.398,Sharp-Right-Turn
0.541,0.786,2.373,1.919,Sharp-Right-Turn
0.549,0.784,2.370,1.930,Sharp-Right-Turn
0.983,0.780,2.373,1.701,Move-Forward
0.984,0.780,2.372,1.700,Move-Forward
0.983,0.780,2.378,1.602,Move-Forward
0.983,0.780,2.381,1.701,Move-Forward
0.981,0.780,2.387,1.703,Move-Forward
0.980,0.780,2.391,1.606,Move-Forward
0.979,0.779,2.388,1.610,Move-Forward
0.978,0.779,2.385,1.614,Move-Forward
0.978,0.779,2.388,1.704,Move-Forward
0.977,0.779,2.388,1.708,Move-Forward
0.976,0.778,2.392,1.709,Move-Forward
0.974,0.778,2.392,1.710,Move-Forward
0.972,0.777,2.391,1.616,Move-Forward
0.968,0.777,2.390,1.624,Move-Forward
0.961,0.776,2.393,1.628,Move-Forward
0.952,0.775,2.387,1.642,Move-Forward
0.937,0.773,2.392,2.247,Move-Forward
0.924,0.775,2.398,1.669,Move-Forward
0.910,0.774,2.402,1.685,Move-Forward
0.895,0.773,2.411,1.679,Sharp-Right-Turn
0.880,0.779,2.418,2.315,Sharp-Right-Turn
0.864,0.779,2.428,1.758,Sharp-Right-Turn
0.847,0.779,2.104,2.351,Sharp-Right-Turn
0.832,0.778,2.798,5.000,Sharp-Right-Turn
0.817,0.775,2.120,5.000,Sharp-Right-Turn
0.804,0.771,2.784,5.000,Sharp-Right-Turn
0.793,0.771,2.779,1.272,Sharp-Right-Turn
0.792,0.769,2.479,1.272,Sharp-Right-Turn
0.789,0.768,2.783,1.272,Sharp-Right-Turn
0.791,0.767,2.785,1.283,Sharp-Right-Turn
0.792,0.766,2.786,1.278,Sharp-Right-Turn
0.792,0.766,2.787,1.277,Sharp-Right-Turn
0.792,0.765,2.787,1.593,Sharp-Right-Turn
0.791,0.765,2.787,1.278,Sharp-Right-Turn
0.790,0.764,2.788,1.596,Sharp-Right-Turn
0.791,0.766,2.789,1.599,Sharp-Right-Turn
0.790,0.766,2.789,5.000,Sharp-Right-Turn
0.790,0.769,2.789,1.172,Sharp-Right-Turn
0.789,0.872,2.217,1.169,Sharp-Right-Turn
0.789,0.870,2.211,1.172,Sharp-Right-Turn
0.789,0.865,2.189,1.141,Sharp-Right-Turn
0.788,0.772,2.185,5.000,Sharp-Right-Turn
0.787,0.759,2.194,5.000,Sharp-Right-Turn
0.786,0.753,2.140,4.301,Sharp-Right-Turn
0.785,0.751,2.134,0.922,Sharp-Right-Turn
0.785,0.749,2.128,4.285,Sharp-Right-Turn
0.784,0.746,2.137,0.916,Sharp-Right-Turn
0.787,0.744,2.809,5.000,Sharp-Right-Turn
1.815,0.746,2.217,0.926,Move-Forward
0.810,0.381,2.212,0.908,Sharp-Right-Turn
0.789,0.376,2.208,0.904,Sharp-Right-Turn
0.785,0.374,2.212,0.920,Sharp-Right-Turn
0.785,0.374,2.213,0.897,Sharp-Right-Turn
0.785,0.373,2.217,0.896,Sharp-Right-Turn
0.785,0.373,2.149,0.895,Sharp-Right-Turn
0.785,0.372,2.137,0.894,Sharp-Right-Turn
0.785,0.372,2.222,0.893,Sharp-Right-Turn
0.785,0.371,2.212,0.889,Sharp-Right-Turn
0.788,0.370,2.180,0.885,Sharp-Right-Turn
0.788,0.370,2.139,0.888,Sharp-Right-Turn
0.788,0.372,2.139,0.884,Sharp-Right-Turn
0.791,0.751,2.146,0.884,Sharp-Right-Turn
0.798,0.743,2.149,0.886,Sharp-Right-Turn
0.811,0.836,2.639,0.886,Sharp-Right-Turn
1.824,0.835,2.150,0.874,Move-Forward
1.821,0.371,2.158,0.836,Slight-Right-Turn
1.817,0.363,2.239,0.832,Slight-Right-Turn
1.816,0.357,2.240,0.831,Slight-Right-Turn
1.814,0.357,2.244,0.833,Slight-Right-Turn
1.813,0.357,2.644,0.834,Slight-Right-Turn
1.813,0.357,2.641,0.834,Slight-Right-Turn
1.810,0.357,2.164,0.834,Slight-Right-Turn
1.810,0.356,2.236,0.834,Slight-Right-Turn
1.810,0.356,2.173,0.834,Slight-Right-Turn
0.963,0.356,2.239,0.835,Slight-Right-Turn
1.810,0.356,2.239,0.837,Slight-Right-Turn
0.957,0.357,2.648,0.841,Slight-Right-Turn
1.799,0.357,2.246,0.847,Slight-Right-Turn
0.937,0.358,2.234,0.852,Slight-Right-Turn
0.930,0.362,2.159,0.860,Slight-Right-Turn
0.919,0.747,2.241,0.868,Move-Forward
0.912,0.746,2.663,0.893,Move-Forward
0.905,0.742,2.160,0.882,Move-Forward
0.900,0.738,2.157,0.950,Sharp-Right-Turn
0.898,0.734,2.153,0.899,Sharp-Right-Turn
1.727,0.383,2.149,0.901,Slight-Right-Turn
2.715,0.374,2.144,0.906,Slight-Right-Turn
2.094,0.374,2.144,0.914,Slight-Right-Turn
2.693,0.378,2.182,0.922,Slight-Right-Turn
2.681,0.386,2.163,0.930,Slight-Right-Turn
2.670,0.700,2.707,0.937,Move-Forward
2.660,0.697,2.094,0.945,Move-Forward
2.651,0.693,2.094,0.952,Move-Forward
2.644,0.690,2.084,0.955,Move-Forward
2.634,0.687,2.085,0.962,Move-Forward
2.622,0.683,2.077,0.970,Move-Forward
2.618,0.680,2.098,0.980,Move-Forward
2.595,0.676,2.090,0.917,Move-Forward
1.567,0.672,2.084,0.928,Move-Forward
1.557,0.668,2.043,0.940,Move-Forward
1.537,0.664,2.072,0.955,Move-Forward
2.528,0.660,2.066,0.972,Move-Forward
1.499,0.655,2.059,0.991,Move-Forward
1.478,0.651,2.059,1.008,Move-Forward
1.459,0.647,1.945,1.026,Move-Forward
1.441,0.538,1.973,1.044,Move-Forward
1.422,0.640,2.027,1.062,Move-Forward
1.407,0.636,2.035,1.084,Move-Forward
1.388,0.632,2.025,1.103,Move-Forward
1.369,0.628,2.785,0.590,Move-Forward
1.350,0.624,2.795,0.601,Move-Forward
1.331,0.620,2.055,0.614,Move-Forward
1.309,0.616,2.052,0.630,Move-Forward
1.294,0.612,2.058,0.642,Move-Forward
1.275,0.608,2.027,0.657,Move-Forward
2.249,0.604,2.195,0.676,Move-Forward
2.230,0.599,2.143,0.691,Move-Forward
2.210,0.595,2.166,0.706,Move-Forward
2.191,0.589,2.828,0.718,Move-Forward
2.171,0.585,2.145,0.737,Move-Forward
2.151,0.583,2.141,0.752,Move-Forward
2.131,0.580,2.147,0.768,Move-Forward
2.111,0.576,2.835,0.783,Move-Forward
2.092,0.572,2.152,0.798,Move-Forward
2.072,0.568,2.148,0.812,Move-Forward
2.053,0.564,2.180,0.828,Move-Forward
2.034,0.561,2.148,0.843,Move-Forward
2.014,0.557,2.154,0.858,Move-Forward
1.994,0.553,1.918,0.874,Move-Forward
1.975,0.549,2.167,0.889,Move-Forward
1.955,0.545,2.165,0.904,Move-Forward
1.935,0.541,2.175,0.919,Move-Forward
1.916,0.537,1.909,0.934,Move-Forward
1.897,0.533,1.874,0.949,Move-Forward
1.878,0.530,1.865,0.964,Move-Forward
1.859,0.526,1.857,0.979,Move-Forward
1.840,0.522,1.856,0.994,Move-Forward
1.822,0.518,1.855,1.008,Move-Forward
0.584,0.515,1.854,1.023,Sharp-Right-Turn
0.577,0.511,1.856,1.038,Sharp-Right-Turn
0.577,0.507,1.855,1.053,Sharp-Right-Turn
0.573,0.504,1.852,1.067,Sharp-Right-Turn
0.790,0.500,1.851,1.080,Sharp-Right-Turn
0.777,0.497,1.854,1.093,Sharp-Right-Turn
0.765,0.494,1.854,1.104,Sharp-Right-Turn
0.760,0.491,1.852,1.109,Sharp-Right-Turn
0.761,0.490,1.754,1.145,Sharp-Right-Turn
0.769,0.490,1.754,1.117,Sharp-Right-Turn
0.770,0.489,1.758,1.768,Sharp-Right-Turn
0.773,0.490,1.758,1.130,Sharp-Right-Turn
0.773,0.489,1.758,1.134,Sharp-Right-Turn
0.770,0.489,1.760,1.141,Sharp-Right-Turn
0.773,0.488,1.761,1.103,Sharp-Right-Turn
1.501,0.487,1.763,1.095,Slight-Right-Turn
1.495,0.487,1.764,1.094,Slight-Right-Turn
1.494,0.486,1.766,1.093,Slight-Right-Turn
1.491,0.485,1.771,1.093,Slight-Right-Turn
1.496,0.485,1.873,1.090,Slight-Right-Turn
1.702,0.485,1.772,1.094,Slight-Right-Turn
1.492,0.485,1.768,1.095,Slight-Right-Turn
1.491,0.485,1.767,1.095,Slight-Right-Turn
1.492,0.485,1.872,1.097,Slight-Right-Turn
1.694,0.484,1.765,1.100,Slight-Right-Turn
1.689,0.483,1.866,1.104,Slight-Right-Turn
1.682,0.483,1.865,1.106,Slight-Right-Turn
1.675,0.482,1.999,1.111,Slight-Right-Turn
1.666,0.481,1.993,1.118,Slight-Right-Turn
1.656,0.480,1.984,1.126,Slight-Right-Turn
0.583,0.479,1.981,1.135,Sharp-Right-Turn
1.635,0.478,1.718,1.144,Slight-Right-Turn
1.624,0.478,1.711,1.153,Slight-Right-Turn
1.613,0.478,1.701,1.163,Slight-Right-Turn
1.603,0.477,1.695,1.172,Slight-Right-Turn
1.593,0.477,1.959,1.181,Slight-Right-Turn
1.584,0.478,1.865,1.189,Slight-Right-Turn
1.575,0.477,1.854,1.196,Slight-Right-Turn
1.567,0.478,1.852,1.204,Slight-Right-Turn
1.559,0.478,1.850,1.212,Slight-Right-Turn
1.550,0.478,1.842,1.220,Slight-Right-Turn
1.541,0.479,1.843,1.228,Slight-Right-Turn
1.531,0.480,1.841,1.237,Slight-Right-Turn
1.521,0.480,1.836,1.250,Slight-Right-Turn
1.511,0.481,1.834,1.259,Slight-Right-Turn
1.316,0.482,1.829,1.270,Slight-Right-Turn
1.304,0.483,1.827,1.279,Slight-Right-Turn
1.296,0.484,1.825,1.288,Slight-Right-Turn
1.291,0.485,1.819,1.298,Slight-Right-Turn
1.283,0.486,1.817,1.309,Slight-Right-Turn
1.278,0.487,1.815,1.318,Slight-Right-Turn
1.273,0.488,1.812,1.327,Slight-Right-Turn
1.432,0.490,1.810,1.337,Slight-Right-Turn
1.422,0.491,1.808,1.347,Slight-Right-Turn
1.412,0.493,1.805,1.356,Slight-Right-Turn
1.402,0.494,1.800,0.589,Slight-Right-Turn
1.392,0.496,1.798,1.374,Move-Forward
1.382,0.498,1.795,1.383,Move-Forward
1.372,0.499,1.793,1.393,Move-Forward
1.361,0.501,1.790,1.403,Move-Forward
1.349,0.503,1.787,0.884,Move-Forward
1.336,0.506,1.783,0.895,Move-Forward
1.322,0.509,1.779,0.904,Move-Forward
1.308,0.513,1.774,0.918,Move-Forward
1.292,0.516,1.769,0.932,Move-Forward
1.275,0.521,1.764,0.948,Move-Forward
1.259,0.526,1.758,0.964,Move-Forward
1.241,0.531,1.753,0.981,Move-Forward
1.223,0.536,1.747,0.998,Move-Forward
1.205,0.541,1.740,1.015,Move-Forward
1.186,0.547,1.733,1.034,Move-Forward
1.168,0.553,1.726,1.052,Move-Forward
1.150,0.559,1.719,1.074,Move-Forward
1.131,0.565,1.712,1.095,Move-Forward
1.113,0.571,1.705,0.644,Move-Forward
1.094,0.578,1.698,0.650,Move-Forward
1.075,0.584,1.690,1.697,Move-Forward
1.056,0.591,1.679,0.661,Move-Forward
1.037,0.597,1.646,1.737,Move-Forward
1.018,0.604,1.631,1.757,Move-Forward
0.998,0.608,1.622,1.777,Move-Forward
0.979,0.615,1.609,1.801,Move-Forward
0.959,0.623,1.601,0.710,Move-Forward
0.940,0.631,1.592,1.839,Move-Forward
0.923,0.638,1.584,1.862,Move-Forward
0.904,0.645,1.572,1.337,Move-Forward
0.882,0.652,1.564,1.353,Sharp-Right-Turn
0.864,0.658,1.556,0.723,Sharp-Right-Turn
0.846,0.665,1.549,0.729,Sharp-Right-Turn
0.827,0.671,1.542,0.736,Sharp-Right-Turn
0.809,0.678,1.534,0.743,Sharp-Right-Turn
0.792,0.684,1.528,0.749,Sharp-Right-Turn
0.776,0.689,1.522,0.753,Sharp-Right-Turn
0.767,0.690,1.520,0.755,Sharp-Right-Turn
0.767,0.687,1.523,0.751,Sharp-Right-Turn
0.769,0.686,1.525,0.745,Sharp-Right-Turn
0.770,0.685,1.525,0.744,Sharp-Right-Turn
0.770,0.685,1.525,0.744,Sharp-Right-Turn
0.769,0.685,1.529,0.743,Sharp-Right-Turn
0.769,0.684,1.529,0.745,Sharp-Right-Turn
0.769,0.684,1.530,0.780,Sharp-Right-Turn
0.769,0.683,1.531,0.748,Sharp-Right-Turn
0.768,0.683,1.533,1.452,Sharp-Right-Turn
0.768,0.682,1.534,0.776,Sharp-Right-Turn
0.768,0.681,1.536,0.773,Sharp-Right-Turn
0.769,0.680,1.537,0.762,Sharp-Right-Turn
0.765,0.682,1.539,0.721,Sharp-Right-Turn
0.763,0.684,1.540,0.714,Sharp-Right-Turn
0.762,0.683,1.538,0.711,Sharp-Right-Turn
0.761,0.681,1.540,0.704,Sharp-Right-Turn
0.760,0.677,1.542,0.701,Sharp-Right-Turn
0.759,0.676,1.547,0.700,Sharp-Right-Turn
0.758,0.679,1.549,0.694,Sharp-Right-Turn
0.757,0.679,1.551,0.701,Sharp-Right-Turn
0.756,0.682,1.556,0.685,Sharp-Right-Turn
