1.419,0.700,Move-Forward
1.399,0.694,Move-Forward
1.379,0.690,Move-Forward
1.358,0.683,Move-Forward
1.338,0.673,Move-Forward
1.317,0.666,Move-Forward
0.891,0.663,Sharp-Right-Turn
1.276,0.652,Move-Forward
1.255,0.645,Move-Forward
1.233,0.638,Move-Forward
1.212,0.627,Move-Forward
1.193,0.623,Move-Forward
1.174,0.613,Move-Forward
1.156,0.607,Move-Forward
1.138,0.600,Move-Forward
1.121,0.594,Move-Forward
1.105,0.588,Move-Forward
1.089,0.582,Move-Forward
1.074,0.576,Move-Forward
1.058,0.570,Move-Forward
1.043,0.564,Move-Forward
1.026,0.562,Move-Forward
1.009,0.555,Move-Forward
0.989,0.549,Move-Forward
0.733,0.539,Sharp-Right-Turn
0.711,0.540,Sharp-Right-Turn
0.679,0.530,Sharp-Right-Turn
0.658,0.521,Sharp-Right-Turn
0.650,0.515,Sharp-Right-Turn
0.644,0.509,Sharp-Right-Turn
0.639,0.504,Sharp-Right-Turn
0.860,0.504,Sharp-Right-Turn
0.859,0.496,Sharp-Right-Turn
0.861,0.491,Sharp-Right-Turn
0.865,0.491,Sharp-Right-Turn
0.865,0.491,Sharp-Right-Turn
0.865,0.490,Sharp-Right-Turn
0.865,0.490,Sharp-Right-Turn
0.865,0.489,Sharp-Right-Turn
0.865,0.488,Sharp-Right-Turn
0.868,0.487,Sharp-Right-Turn
0.867,0.486,Sharp-Right-Turn
0.870,0.485,Sharp-Right-Turn
0.869,0.485,Sharp-Right-Turn
0.740,0.484,Sharp-Right-Turn
0.740,0.483,Sharp-Right-Turn
0.861,0.482,Sharp-Right-Turn
0.859,0.480,Sharp-Right-Turn
0.857,0.478,Sharp-Right-Turn
0.853,0.477,Sharp-Right-Turn
0.850,0.475,Sharp-Right-Turn
0.852,0.474,Sharp-Right-Turn
0.852,0.472,Sharp-Right-Turn
0.851,0.470,Sharp-Right-Turn
0.854,0.467,Sharp-Right-Turn
0.857,0.465,Sharp-Right-Turn
0.873,0.462,Sharp-Right-Turn
1.491,0.460,Slight-Right-Turn
1.202,0.458,Slight-Right-Turn
1.201,0.456,Slight-Right-Turn
1.200,0.455,Slight-Right-Turn
1.198,0.454,Slight-Right-Turn
1.198,0.455,Slight-Right-Turn
1.198,0.455,Slight-Right-Turn
1.197,0.456,Slight-Right-Turn
1.198,0.456,Slight-Right-Turn
1.191,0.457,Slight-Right-Turn
1.186,0.458,Slight-Right-Turn
1.567,0.459,Slight-Right-Turn
1.208,0.461,Slight-Right-Turn
1.553,0.462,Slight-Right-Turn
1.191,0.464,Slight-Right-Turn
1.535,0.465,Slight-Right-Turn
1.528,0.466,Slight-Right-Turn
1.519,0.468,Slight-Right-Turn
1.512,0.470,Slight-Right-Turn
1.416,0.471,Slight-Right-Turn
1.522,0.473,Slight-Right-Turn
1.475,0.476,Slight-Right-Turn
1.487,0.478,Slight-Right-Turn
1.473,0.480,Slight-Right-Turn
1.472,0.483,Slight-Right-Turn
1.459,0.486,Slight-Right-Turn
1.462,0.489,Slight-Right-Turn
1.340,0.491,Slight-Right-Turn
1.335,0.494,Slight-Right-Turn
1.421,0.497,Move-Forward
1.421,0.500,Move-Forward
1.414,0.504,Move-Forward
1.404,0.507,Move-Forward
1.393,0.511,Move-Forward
1.381,0.515,Move-Forward
1.368,0.520,Move-Forward
1.353,0.526,Move-Forward
1.309,0.531,Move-Forward
1.293,0.538,Move-Forward
1.273,0.545,Move-Forward
1.287,0.551,Move-Forward
1.269,0.559,Move-Forward
1.220,0.566,Move-Forward
1.202,0.574,Move-Forward
1.183,0.581,Move-Forward
1.165,0.589,Move-Forward
1.143,0.597,Move-Forward
1.128,0.604,Move-Forward
1.106,0.612,Move-Forward
1.090,0.619,Move-Forward
1.068,0.627,Move-Forward
1.049,0.635,Move-Forward
1.030,0.642,Move-Forward
1.012,0.650,Move-Forward
0.994,0.657,Move-Forward
0.975,0.664,Move-Forward
0.957,0.672,Move-Forward
0.942,0.679,Move-Forward
1.173,0.686,Move-Forward
1.160,0.695,Move-Forward
1.148,0.702,Move-Forward
1.139,0.707,Move-Forward
1.128,0.702,Move-Forward
1.126,0.704,Move-Forward
1.473,0.710,Move-Forward
1.454,0.713,Move-Forward
1.434,0.719,Move-Forward
1.412,0.726,Move-Forward
1.063,0.733,Move-Forward
1.050,0.741,Move-Forward
1.040,0.748,Move-Forward
1.030,0.756,Move-Forward
1.021,0.763,Move-Forward
1.011,0.771,Move-Forward
0.642,0.778,Sharp-Right-Turn
0.622,0.786,Sharp-Right-Turn
0.606,0.793,Sharp-Right-Turn
0.589,0.801,Sharp-Right-Turn
0.574,0.805,Sharp-Right-Turn
0.559,0.807,Sharp-Right-Turn
0.547,0.797,Sharp-Right-Turn
0.541,0.786,Sharp-Right-Turn
0.549,0.784,Sharp-Right-Turn
0.983,0.780,Move-Forward
0.984,0.780,Move-Forward
0.983,0.780,Move-Forward
0.983,0.780,Move-Forward
0.981,0.780,Move-Forward
0.980,0.780,Move-Forward
0.979,0.779,Move-Forward
0.978,0.779,Move-Forward
0.978,0.779,Move-Forward
0.977,0.779,Move-Forward
0.976,0.778,Move-Forward
0.974,0.778,Move-Forward
0.972,0.777,Move-Forward
0.968,0.777,Move-Forward
0.961,0.776,Move-Forward
0.952,0.775,Move-Forward
0.937,0.773,Move-Forward
0.924,0.775,Move-Forward
0.910,0.774,Move-Forward
0.895,0.773,Sharp-Right-Turn
0.880,0.779,Sharp-Right-Turn
0.864,0.779,Sharp-Right-Turn
0.847,0.779,Sharp-Right-Turn
0.832,0.778,Sharp-Right-Turn
0.817,0.775,Sharp-Right-Turn
0.804,0.771,Sharp-Right-Turn
0.793,0.771,Sharp-Right-Turn
0.792,0.769,Sharp-Right-Turn
0.789,0.768,Sharp-Right-Turn
0.791,0.767,Sharp-Right-Turn
0.792,0.766,Sharp-Right-Turn
0.792,0.766,Sharp-Right-Turn
0.792,0.765,Sharp-Right-Turn
0.791,0.765,Sharp-Right-Turn
0.790,0.764,Sharp-Right-Turn
0.791,0.766,Sharp-Right-Turn
0.790,0.766,Sharp-Right-Turn
0.790,0.769,Sharp-Right-Turn
0.789,0.872,Sharp-Right-Turn
0.789,0.870,Sharp-Right-Turn
0.789,0.865,Sharp-Right-Turn
0.788,0.772,Sharp-Right-Turn
0.787,0.759,Sharp-Right-Turn
0.786,0.753,Sharp-Right-Turn
0.785,0.751,Sharp-Right-Turn
0.785,0.749,Sharp-Right-Turn
0.784,0.746,Sharp-Right-Turn
0.787,0.744,Sharp-Right-Turn
1.815,0.746,Move-Forward
0.810,0.381,Sharp-Right-Turn
0.789,0.376,Sharp-Right-Turn
0.785,0.374,Sharp-Right-Turn
0.785,0.374,Sharp-Right-Turn
0.785,0.373,Sharp-Right-Turn
0.785,0.373,Sharp-Right-Turn
0.785,0.372,Sharp-Right-Turn
0.785,0.372,Sharp-Right-Turn
0.785,0.371,Sharp-Right-Turn
0.788,0.370,Sharp-Right-Turn
0.788,0.370,Sharp-Right-Turn
0.788,0.372,Sharp-Right-Turn
0.791,0.751,Sharp-Right-Turn
0.798,0.743,Sharp-Right-Turn
0.811,0.836,Sharp-Right-Turn
1.824,0.835,Move-Forward
1.821,0.371,Slight-Right-Turn
1.817,0.363,Slight-Right-Turn
1.816,0.357,Slight-Right-Turn
1.814,0.357,Slight-Right-Turn
1.813,0.357,Slight-Right-Turn
1.813,0.357,Slight-Right-Turn
1.810,0.357,Slight-Right-Turn
1.810,0.356,Slight-Right-Turn
1.810,0.356,Slight-Right-Turn
0.963,0.356,Slight-Right-Turn
1.810,0.356,Slight-Right-Turn
0.957,0.357,Slight-Right-Turn
1.799,0.357,Slight-Right-Turn
0.937,0.358,Slight-Right-Turn
0.930,0.362,Slight-Right-Turn
0.919,0.747,Move-Forward
0.912,0.746,Move-Forward
0.905,0.742,Move-Forward
0.900,0.738,Sharp-Right-Turn
0.898,0.734,Sharp-Right-Turn
1.727,0.383,Slight-Right-Turn
2.715,0.374,Slight-Right-Turn
2.094,0.374,Slight-Right-Turn
2.693,0.378,Slight-Right-Turn
2.681,0.386,Slight-Right-Turn
2.670,0.700,Move-Forward
2.660,0.697,Move-Forward
2.651,0.693,Move-Forward
2.644,0.690,Move-Forward
2.634,0.687,Move-Forward
2.622,0.683,Move-Forward
2.618,0.680,Move-Forward
2.595,0.676,Move-Forward
1.567,0.672,Move-Forward
1.557,0.668,Move-Forward
1.537,0.664,Move-Forward
2.528,0.660,Move-Forward
1.499,0.655,Move-Forward
1.478,0.651,Move-Forward
1.459,0.647,Move-Forward
1.441,0.538,Move-Forward
1.422,0.640,Move-Forward
1.407,0.636,Move-Forward
1.388,0.632,Move-Forward
1.369,0.628,Move-Forward
1.350,0.624,Move-Forward
1.331,0.620,Move-Forward
1.309,0.616,Move-Forward
1.294,0.612,Move-Forward
1.275,0.608,Move-Forward
2.249,0.604,Move-Forward
2.230,0.599,Move-Forward
2.210,0.595,Move-Forward
2.191,0.589,Move-Forward
2.171,0.585,Move-Forward
2.151,0.583,Move-Forward
2.131,0.580,Move-Forward
2.111,0.576,Move-Forward
2.092,0.572,Move-Forward
2.072,0.568,Move-Forward
2.053,0.564,Move-Forward
2.034,0.561,Move-Forward
2.014,0.557,Move-Forward
1.994,0.553,Move-Forward
1.975,0.549,Move-Forward
1.955,0.545,Move-Forward
1.935,0.541,Move-Forward
1.916,0.537,Move-Forward
1.897,0.533,Move-Forward
1.878,0.530,Move-Forward
1.859,0.526,Move-Forward
1.840,0.522,Move-Forward
1.822,0.518,Move-Forward
0.584,0.515,Sharp-Right-Turn
0.577,0.511,Sharp-Right-Turn
0.577,0.507,Sharp-Right-Turn
0.573,0.504,Sharp-Right-Turn
0.790,0.500,Sharp-Right-Turn
0.777,0.497,Sharp-Right-Turn
0.765,0.494,Sharp-Right-Turn
0.760,0.491,Sharp-Right-Turn
0.761,0.490,Sharp-Right-Turn
0.769,0.490,Sharp-Right-Turn
0.770,0.489,Sharp-Right-Turn
0.773,0.490,Sharp-Right-Turn
0.773,0.489,Sharp-Right-Turn
0.770,0.489,Sharp-Right-Turn
0.773,0.488,Sharp-Right-Turn
1.501,0.487,Slight-Right-Turn
1.495,0.487,Slight-Right-Turn
1.494,0.486,Slight-Right-Turn
1.491,0.485,Slight-Right-Turn
1.496,0.485,Slight-Right-Turn
1.702,0.485,Slight-Right-Turn
1.492,0.485,Slight-Right-Turn
1.491,0.485,Slight-Right-Turn
1.492,0.485,Slight-Right-Turn
1.694,0.484,Slight-Right-Turn
1.689,0.483,Slight-Right-Turn
1.682,0.483,Slight-Right-Turn
1.675,0.482,Slight-Right-Turn
1.666,0.481,Slight-Right-Turn
1.656,0.480,Slight-Right-Turn
0.583,0.479,Sharp-Right-Turn
1.635,0.478,Slight-Right-Turn
1.624,0.478,Slight-Right-Turn
1.613,0.478,Slight-Right-Turn
1.603,0.477,Slight-Right-Turn
1.593,0.477,Slight-Right-Turn
1.584,0.478,Slight-Right-Turn
1.575,0.477,Slight-Right-Turn
1.567,0.478,Slight-Right-Turn
1.559,0.478,Slight-Right-Turn
1.550,0.478,Slight-Right-Turn
1.541,0.479,Slight-Right-Turn
1.531,0.480,Slight-Right-Turn
1.521,0.480,Slight-Right-Turn
1.511,0.481,Slight-Right-Turn
1.316,0.482,Slight-Right-Turn
1.304,0.483,Slight-Right-Turn
1.296,0.484,Slight-Right-Turn
1.291,0.485,Slight-Right-Turn
1.283,0.486,Slight-Right-Turn
1.278,0.487,Slight-Right-Turn
1.273,0.488,Slight-Right-Turn
1.432,0.490,Slight-Right-Turn
1.422,0.491,Slight-Right-Turn
1.412,0.493,Slight-Right-Turn
1.402,0.494,Slight-Right-Turn
1.392,0.496,Move-Forward
1.382,0.498,Move-Forward
1.372,0.499,Move-Forward
1.361,0.501,Move-Forward
1.349,0.503,Move-Forward
1.336,0.506,Move-Forward
1.322,0.509,Move-Forward
1.308,0.513,Move-Forward
1.292,0.516,Move-Forward
1.275,0.521,Move-Forward
1.259,0.526,Move-Forward
1.241,0.531,Move-Forward
1.223,0.536,Move-Forward
1.205,0.541,Move-Forward
1.186,0.547,Move-Forward
1.168,0.553,Move-Forward
1.150,0.559,Move-Forward
1.131,0.565,Move-Forward
1.113,0.571,Move-Forward
1.094,0.578,Move-Forward
1.075,0.584,Move-Forward
1.056,0.591,Move-Forward
1.037,0.597,Move-Forward
1.018,0.604,Move-Forward
0.998,0.608,Move-Forward
0.979,0.615,Move-Forward
0.959,0.623,Move-Forward
0.940,0.631,Move-Forward
0.923,0.638,Move-Forward
0.904,0.645,Move-Forward
0.882,0.652,Sharp-Right-Turn
0.864,0.658,Sharp-Right-Turn
0.846,0.665,Sharp-Right-Turn
0.827,0.671,Sharp-Right-Turn
0.809,0.678,Sharp-Right-Turn
0.792,0.684,Sharp-Right-Turn
0.776,0.689,Sharp-Right-Turn
0.767,0.690,Sharp-Right-Turn
0.767,0.687,Sharp-Right-Turn
0.769,0.686,Sharp-Right-Turn
0.770,0.685,Sharp-Right-Turn
0.770,0.685,Sharp-Right-Turn
0.769,0.685,Sharp-Right-Turn
0.769,0.684,Sharp-Right-Turn
0.769,0.684,Sharp-Right-Turn
0.769,0.683,Sharp-Right-Turn
0.768,0.683,Sharp-Right-Turn
0.768,0.682,Sharp-Right-Turn
0.768,0.681,Sharp-Right-Turn
0.769,0.680,Sharp-Right-Turn
0.765,0.682,Sharp-Right-Turn
0.763,0.684,Sharp-Right-Turn
0.762,0.683,Sharp-Right-Turn
0.761,0.681,Sharp-Right-Turn
0.760,0.677,Sharp-Right-Turn
0.759,0.676,Sharp-Right-Turn
0.758,0.679,Sharp-Right-Turn
0.757,0.679,Sharp-Right-Turn
0.756,0.682,Sharp-Right-Turn
0.755,0.689,Sharp-Right-Turn
0.762,0.720,Sharp-Right-Turn
0.769,0.783,Sharp-Right-Turn
0.772,0.685,Sharp-Right-Turn
0.758,0.779,Sharp-Right-Turn
0.758,0.779,Sharp-Right-Turn
0.758,0.776,Sharp-Right-Turn
0.761,0.851,Sharp-Right-Turn
0.764,0.713,Sharp-Right-Turn
0.768,0.753,Sharp-Right-Turn
1.566,0.749,Move-Forward
1.567,0.745,Move-Forward
1.568,0.711,Move-Forward
1.570,0.741,Move-Forward
1.572,0.740,Move-Forward
1.567,0.742,Move-Forward
1.560,0.724,Move-Forward
1.551,0.734,Move-Forward
1.540,0.726,Move-Forward
1.527,0.720,Move-Forward
1.513,0.714,Move-Forward
1.497,0.707,Move-Forward
1.481,0.700,Move-Forward
1.464,0.693,Move-Forward
1.447,0.686,Move-Forward
1.429,0.678,Move-Forward
1.411,0.671,Move-Forward
1.392,0.664,Move-Forward
1.374,0.656,Move-Forward
1.355,0.648,Move-Forward
1.335,0.644,Move-Forward
1.316,0.638,Move-Forward
1.297,0.630,Move-Forward
1.278,0.624,Move-Forward
1.262,0.617,Move-Forward
1.240,0.610,Move-Forward
1.223,0.604,Move-Forward
1.200,0.597,Move-Forward
1.180,0.587,Move-Forward
1.161,0.580,Move-Forward
1.141,0.574,Move-Forward
1.121,0.566,Move-Forward
1.102,0.562,Move-Forward
1.083,0.556,Move-Forward
1.065,0.549,Move-Forward
1.046,0.543,Move-Forward
1.028,0.537,Move-Forward
1.010,0.530,Move-Forward
0.992,0.524,Move-Forward
0.974,0.517,Move-Forward
0.956,0.512,Move-Forward
0.938,0.505,Move-Forward
0.690,0.498,Sharp-Right-Turn
0.671,0.489,Sharp-Right-Turn
0.619,0.483,Sharp-Right-Turn
0.607,0.477,Sharp-Right-Turn
0.593,0.473,Sharp-Right-Turn
0.580,0.465,Sharp-Right-Turn
0.568,0.462,Sharp-Right-Turn
0.821,0.462,Sharp-Right-Turn
0.824,0.458,Sharp-Right-Turn
0.826,0.455,Sharp-Right-Turn
0.825,0.454,Sharp-Right-Turn
0.825,0.454,Sharp-Right-Turn
0.825,0.453,Sharp-Right-Turn
0.822,0.452,Sharp-Right-Turn
0.507,0.452,Sharp-Right-Turn
0.507,0.451,Sharp-Right-Turn
0.507,0.451,Sharp-Right-Turn
0.508,0.450,Sharp-Right-Turn
0.508,0.450,Sharp-Right-Turn
0.508,0.449,Sharp-Right-Turn
0.508,0.448,Sharp-Right-Turn
0.508,0.448,Sharp-Right-Turn
0.512,0.447,Sharp-Right-Turn
0.823,0.447,Sharp-Right-Turn
0.823,0.446,Sharp-Right-Turn
0.823,0.445,Sharp-Right-Turn
0.823,0.443,Sharp-Right-Turn
0.823,0.438,Sharp-Right-Turn
0.824,0.440,Sharp-Right-Turn
0.824,0.438,Sharp-Right-Turn
0.829,0.436,Sharp-Right-Turn
0.830,0.435,Sharp-Right-Turn
0.829,0.433,Sharp-Right-Turn
0.826,0.431,Sharp-Right-Turn
0.826,0.428,Sharp-Right-Turn
0.825,0.426,Sharp-Right-Turn
0.825,0.423,Sharp-Right-Turn
0.825,0.421,Sharp-Right-Turn
0.828,0.419,Sharp-Right-Turn
0.828,0.417,Sharp-Right-Turn
0.829,0.416,Sharp-Right-Turn
0.831,0.414,Sharp-Right-Turn
0.826,0.411,Sharp-Right-Turn
0.825,0.408,Sharp-Right-Turn
0.824,0.405,Sharp-Right-Turn
0.820,0.403,Sharp-Right-Turn
0.820,0.400,Sharp-Right-Turn
0.822,0.399,Sharp-Right-Turn
0.821,0.397,Sharp-Right-Turn
0.824,0.396,Sharp-Right-Turn
0.824,0.395,Sharp-Right-Turn
0.819,0.407,Sharp-Right-Turn
0.813,0.399,Sharp-Right-Turn
0.811,0.395,Sharp-Right-Turn
0.810,0.393,Sharp-Right-Turn
0.805,0.393,Sharp-Right-Turn
0.808,0.396,Sharp-Right-Turn
0.806,0.423,Sharp-Right-Turn
0.809,0.431,Sharp-Right-Turn
0.811,0.435,Sharp-Right-Turn
0.904,0.403,Slight-Right-Turn
0.804,0.404,Sharp-Right-Turn
0.803,0.405,Sharp-Right-Turn
0.802,0.427,Sharp-Right-Turn
0.802,0.431,Sharp-Right-Turn
0.805,0.478,Sharp-Right-Turn
0.802,0.477,Sharp-Right-Turn
0.805,0.477,Sharp-Right-Turn
0.805,0.479,Sharp-Right-Turn
0.805,0.479,Sharp-Right-Turn
0.808,0.478,Sharp-Right-Turn
0.822,0.490,Sharp-Right-Turn
0.825,0.937,Sharp-Right-Turn
3.338,0.423,Slight-Right-Turn
3.335,0.424,Slight-Right-Turn
3.335,0.425,Slight-Right-Turn
3.335,0.422,Slight-Right-Turn
3.335,0.425,Slight-Right-Turn
3.335,0.422,Slight-Right-Turn
3.335,0.425,Slight-Right-Turn
3.335,0.425,Slight-Right-Turn
3.335,0.425,Slight-Right-Turn
3.334,0.427,Slight-Right-Turn
2.935,0.426,Slight-Right-Turn
2.923,0.431,Slight-Right-Turn
3.322,0.436,Slight-Right-Turn
3.316,0.443,Slight-Right-Turn
3.309,0.454,Slight-Right-Turn
3.301,0.463,Slight-Right-Turn
3.290,0.479,Slight-Right-Turn
3.281,0.761,Move-Forward
3.273,0.756,Move-Forward
3.267,0.751,Move-Forward
3.258,0.747,Move-Forward
3.250,0.746,Move-Forward
3.237,0.741,Move-Forward
3.220,0.735,Move-Forward
3.205,0.729,Move-Forward
3.189,0.723,Move-Forward
3.172,0.716,Move-Forward
3.160,0.713,Move-Forward
3.138,0.706,Move-Forward
3.082,0.710,Move-Forward
0.940,0.694,Move-Forward
0.940,0.694,Move-Forward
3.023,0.684,Move-Forward
3.001,0.682,Move-Forward
2.981,0.656,Move-Forward
2.965,0.646,Move-Forward
2.659,0.650,Move-Forward
2.641,0.634,Move-Forward
2.651,0.625,Move-Forward
2.885,0.623,Move-Forward
2.866,0.614,Move-Forward
2.581,0.613,Move-Forward
2.828,0.607,Move-Forward
2.549,0.599,Move-Forward
2.544,0.597,Move-Forward
2.505,0.593,Move-Forward
2.471,0.589,Move-Forward
2.466,0.589,Move-Forward
2.715,0.587,Move-Forward
2.696,0.585,Move-Forward
2.281,0.606,Move-Forward
2.261,0.598,Move-Forward
2.248,0.593,Move-Forward
2.630,0.584,Move-Forward
2.604,0.597,Move-Forward
2.585,0.574,Move-Forward
2.565,0.568,Move-Forward
2.546,0.559,Move-Forward
2.527,0.553,Move-Forward
2.508,0.547,Move-Forward
2.486,0.540,Move-Forward
2.468,0.534,Move-Forward
2.448,0.528,Move-Forward
2.432,0.520,Move-Forward
2.410,0.518,Move-Forward
2.394,0.525,Move-Forward
2.372,0.501,Move-Forward
2.353,0.497,Move-Forward
2.338,0.491,Slight-Right-Turn
2.316,0.481,Slight-Right-Turn
2.297,0.476,Slight-Right-Turn
1.914,0.471,Slight-Right-Turn
1.889,0.464,Slight-Right-Turn
1.877,0.463,Slight-Right-Turn
2.225,0.461,Slight-Right-Turn
2.209,0.460,Slight-Right-Turn
2.194,0.461,Slight-Right-Turn
2.180,0.458,Slight-Right-Turn
2.166,0.457,Slight-Right-Turn
1.877,0.515,Move-Forward
1.879,0.474,Slight-Right-Turn
2.130,0.471,Slight-Right-Turn
2.120,0.467,Slight-Right-Turn
1.838,0.460,Slight-Right-Turn
1.827,0.460,Slight-Right-Turn
2.090,0.464,Slight-Right-Turn
2.081,0.458,Slight-Right-Turn
1.840,0.458,Slight-Right-Turn
1.832,0.468,Slight-Right-Turn
1.791,0.567,Move-Forward
1.780,0.598,Move-Forward
1.776,0.537,Move-Forward
1.839,0.562,Move-Forward
2.025,0.578,Move-Forward
2.011,3.134,Slight-Left-Turn
2.000,0.515,Move-Forward
1.987,0.489,Slight-Right-Turn
1.974,0.495,Move-Forward
1.960,1.434,Slight-Left-Turn
1.945,1.426,Slight-Left-Turn
1.930,1.422,Slight-Left-Turn
1.914,1.415,Slight-Left-Turn
1.897,1.413,Slight-Left-Turn
1.881,1.407,Slight-Left-Turn
1.865,1.406,Slight-Left-Turn
1.848,1.404,Slight-Left-Turn
1.831,1.402,Slight-Left-Turn
1.815,1.403,Slight-Left-Turn
1.798,1.398,Slight-Left-Turn
1.781,1.396,Slight-Left-Turn
1.764,1.397,Slight-Left-Turn
1.748,1.395,Slight-Left-Turn
1.732,1.393,Slight-Left-Turn
1.647,1.394,Slight-Left-Turn
1.631,1.406,Slight-Left-Turn
1.628,1.405,Slight-Left-Turn
1.612,1.390,Slight-Left-Turn
1.596,1.388,Slight-Left-Turn
1.557,1.387,Slight-Left-Turn
1.559,1.386,Slight-Left-Turn
1.581,1.387,Slight-Left-Turn
